instant,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,temp_category,windspeed_category,season_weather
3619,2,0,6,16,0,6,0,2,0.72,0.6515,0.3,0.1343,168,272,440,Panas,Rendah,2_2
3620,2,0,6,17,0,6,0,2,0.72,0.6515,0.34,0.2537,142,202,344,Panas,Sedang,2_2
3621,2,0,6,18,0,6,0,2,0.74,0.6515,0.3,0.1642,127,214,341,Panas,Rendah,2_2
3622,2,0,6,19,0,6,0,2,0.7,0.6364,0.39,0.0896,79,206,285,Panas,Rendah,2_2
3623,2,0,6,20,0,6,0,2,0.7,0.6515,0.48,0.0896,90,149,239,Panas,Rendah,2_2
3624,2,0,6,21,0,6,0,2,0.66,0.6212,0.47,0.1045,46,139,185,Panas,Rendah,2_2
3625,2,0,6,22,0,6,0,1,0.64,0.6212,0.57,0.2239,49,141,190,Panas,Sedang,2_1
3626,2,0,6,23,0,6,0,2,0.64,0.6212,0.57,0.0,29,121,150,Panas,Rendah,2_2
3627,2,0,6,0,0,0,0,1,0.64,0.6212,0.57,0.0896,23,90,113,Panas,Rendah,2_1
3628,2,0,6,1,0,0,0,2,0.64,0.6212,0.61,0.1642,26,70,96,Panas,Rendah,2_2
3629,2,0,6,2,0,0,0,2,0.64,0.6212,0.61,0.1642,16,48,64,Panas,Rendah,2_2
3630,2,0,6,3,0,0,0,2,0.62,0.6061,0.65,0.1642,22,25,47,Panas,Rendah,2_2
3631,2,0,6,4,0,0,0,2,0.62,0.6061,0.65,0.1642,4,8,12,Panas,Rendah,2_2
3632,2,0,6,5,0,0,0,2,0.62,0.6061,0.61,0.1343,1,5,6,Panas,Rendah,2_2
3633,2,0,6,6,0,0,0,2,0.62,0.6061,0.61,0.1045,10,11,21,Panas,Rendah,2_2
3634,2,0,6,7,0,0,0,2,0.6,0.5909,0.73,0.2537,8,19,27,Hangat,Sedang,2_2
3635,2,0,6,8,0,0,0,2,0.6,0.5909,0.73,0.2537,24,74,98,Hangat,Sedang,2_2
3636,2,0,6,9,0,0,0,2,0.6,0.5758,0.78,0.194,53,111,164,Hangat,Rendah,2_2
3637,2,0,6,10,0,0,0,2,0.62,0.5909,0.73,0.0896,83,168,251,Panas,Rendah,2_2
3638,2,0,6,11,0,0,0,2,0.64,0.6061,0.69,0.1045,121,214,335,Panas,Rendah,2_2
3639,2,0,6,12,0,0,0,2,0.64,0.6061,0.69,0.1045,123,212,335,Panas,Rendah,2_2
3640,2,0,6,13,0,0,0,1,0.66,0.6212,0.65,0.1045,154,213,367,Panas,Rendah,2_1
3641,2,0,6,14,0,0,0,1,0.7,0.6515,0.58,0.1642,161,224,385,Panas,Rendah,2_1
3642,2,0,6,15,0,0,0,1,0.7,0.6515,0.54,0.0,161,256,417,Panas,Rendah,2_1
3643,2,0,6,16,0,0,0,1,0.72,0.6667,0.51,0.0896,138,260,398,Panas,Rendah,2_1
3644,2,0,6,17,0,0,0,1,0.74,0.6667,0.51,0.0,126,264,390,Panas,Rendah,2_1
3645,2,0,6,18,0,0,0,1,0.7,0.6515,0.58,0.1045,124,239,363,Panas,Rendah,2_1
3646,2,0,6,19,0,0,0,1,0.68,0.6364,0.65,0.1642,108,249,357,Panas,Rendah,2_1
3647,2,0,6,20,0,0,0,1,0.66,0.6212,0.69,0.194,84,195,279,Panas,Rendah,2_1
3648,2,0,6,21,0,0,0,1,0.64,0.6061,0.73,0.1642,54,111,165,Panas,Rendah,2_1
3649,2,0,6,22,0,0,0,1,0.64,0.5909,0.78,0.2239,36,94,130,Panas,Sedang,2_1
3650,2,0,6,23,0,0,0,1,0.62,0.5909,0.78,0.1343,25,61,86,Panas,Rendah,2_1
3651,2,0,6,0,0,1,1,1,0.62,0.5909,0.78,0.1343,11,18,29,Panas,Rendah,2_1
3652,2,0,6,1,0,1,1,1,0.6,0.5606,0.83,0.1343,9,5,14,Hangat,Rendah,2_1
3653,2,0,6,2,0,1,1,1,0.58,0.5455,0.88,0.1045,4,4,8,Hangat,Rendah,2_1
3654,2,0,6,3,0,1,1,1,0.58,0.5455,0.88,0.0,2,3,5,Hangat,Rendah,2_1
3655,2,0,6,4,0,1,1,1,0.56,0.5303,0.94,0.1045,4,4,8,Hangat,Rendah,2_1
3656,2,0,6,5,0,1,1,1,0.56,0.5303,0.88,0.0896,7,24,31,Hangat,Rendah,2_1
3657,2,0,6,6,0,1,1,1,0.58,0.5455,0.88,0.0,11,101,112,Hangat,Rendah,2_1
3658,2,0,6,7,0,1,1,1,0.62,0.5909,0.78,0.1045,18,281,299,Panas,Rendah,2_1
3659,2,0,6,8,0,1,1,1,0.64,0.6061,0.73,0.0896,28,410,438,Panas,Rendah,2_1
3660,2,0,6,9,0,1,1,1,0.7,0.6515,0.58,0.1642,26,162,188,Panas,Rendah,2_1
3661,2,0,6,10,0,1,1,1,0.72,0.6667,0.51,0.2239,31,64,95,Panas,Sedang,2_1
3662,2,0,6,11,0,1,1,1,0.74,0.6667,0.42,0.1343,39,72,111,Panas,Rendah,2_1
3663,2,0,6,12,0,1,1,1,0.76,0.6667,0.37,0.1642,25,128,153,Panas,Rendah,2_1
3664,2,0,6,13,0,1,1,1,0.78,0.6818,0.35,0.0,28,152,180,Panas,Rendah,2_1
3665,2,0,6,14,0,1,1,1,0.78,0.6818,0.31,0.1343,46,99,145,Panas,Rendah,2_1
3666,2,0,6,15,0,1,1,1,0.8,0.697,0.29,0.194,38,127,165,Panas,Rendah,2_1
3667,2,0,6,16,0,1,1,1,0.76,0.6667,0.33,0.1343,34,233,267,Panas,Rendah,2_1
3668,2,0,6,17,0,1,1,1,0.78,0.6818,0.33,0.2836,63,516,579,Panas,Sedang,2_1
3669,2,0,6,18,0,1,1,1,0.76,0.6667,0.31,0.1343,56,500,556,Panas,Rendah,2_1
3670,2,0,6,19,0,1,1,1,0.72,0.6667,0.54,0.194,64,343,407,Panas,Rendah,2_1
3671,2,0,6,20,0,1,1,1,0.68,0.6364,0.61,0.1343,59,277,336,Panas,Rendah,2_1
3672,2,0,6,21,0,1,1,1,0.66,0.6212,0.57,0.0896,29,160,189,Panas,Rendah,2_1
3673,2,0,6,22,0,1,1,1,0.66,0.6212,0.61,0.0896,36,137,173,Panas,Rendah,2_1
3674,2,0,6,23,0,1,1,1,0.64,0.6061,0.69,0.0896,5,55,60,Panas,Rendah,2_1
3675,2,0,6,0,0,2,1,1,0.64,0.6061,0.65,0.0896,5,15,20,Panas,Rendah,2_1
3676,2,0,6,1,0,2,1,1,0.62,0.6061,0.69,0.1343,2,2,4,Panas,Rendah,2_1
3677,2,0,6,2,0,2,1,1,0.6,0.5909,0.73,0.0896,3,2,5,Hangat,Rendah,2_1
3678,2,0,6,3,0,2,1,1,0.6,0.5909,0.73,0.0896,1,1,2,Hangat,Rendah,2_1
3679,2,0,6,4,0,2,1,1,0.58,0.5455,0.83,0.1343,2,3,5,Hangat,Rendah,2_1
3680,2,0,6,5,0,2,1,1,0.58,0.5455,0.88,0.1642,2,30,32,Hangat,Rendah,2_1
3681,2,0,6,6,0,2,1,1,0.6,0.5758,0.78,0.1343,10,116,126,Hangat,Rendah,2_1
3682,2,0,6,7,0,2,1,2,0.64,0.6061,0.69,0.194,23,311,334,Panas,Rendah,2_2
3683,2,0,6,8,0,2,1,2,0.68,0.6364,0.61,0.1343,45,432,477,Panas,Rendah,2_2
3684,2,0,6,9,0,2,1,2,0.72,0.6667,0.58,0.2239,27,190,217,Panas,Sedang,2_2
3685,2,0,6,10,0,2,1,2,0.76,0.6818,0.48,0.194,37,86,123,Panas,Rendah,2_2
3686,2,0,6,11,0,2,1,2,0.76,0.697,0.52,0.2537,38,113,151,Panas,Sedang,2_2
3687,2,0,6,12,0,2,1,2,0.8,0.7273,0.46,0.2836,42,141,183,Panas,Sedang,2_2
3688,2,0,6,13,0,2,1,2,0.8,0.7273,0.43,0.2537,55,141,196,Panas,Sedang,2_2
3689,2,0,6,14,0,2,1,2,0.8,0.7273,0.43,0.2836,34,112,146,Panas,Sedang,2_2
3690,2,0,6,15,0,2,1,2,0.82,0.7424,0.41,0.3284,56,127,183,Panas,Sedang,2_2
3691,2,0,6,16,0,2,1,1,0.8,0.7121,0.38,0.2239,55,253,308,Panas,Sedang,2_1
3692,2,0,6,17,0,2,1,1,0.8,0.7273,0.43,0.2537,64,475,539,Panas,Sedang,2_1
3693,2,0,6,18,0,2,1,1,0.78,0.697,0.46,0.2836,72,479,551,Panas,Sedang,2_1
3694,2,0,6,19,0,2,1,1,0.76,0.6818,0.48,0.2537,69,355,424,Panas,Sedang,2_1
3695,2,0,6,20,0,2,1,1,0.74,0.6818,0.56,0.1343,45,301,346,Panas,Rendah,2_1
3696,2,0,6,21,0,2,1,1,0.72,0.6818,0.7,0.1343,31,187,218,Panas,Rendah,2_1
3697,2,0,6,22,0,2,1,1,0.7,0.6515,0.65,0.1343,27,126,153,Panas,Rendah,2_1
3698,2,0,6,23,0,2,1,1,0.68,0.6364,0.79,0.1045,18,72,90,Panas,Rendah,2_1
3699,2,0,6,0,0,3,1,1,0.66,0.5909,0.89,0.1343,12,29,41,Panas,Rendah,2_1
3700,2,0,6,1,0,3,1,1,0.66,0.6061,0.78,0.0,3,20,23,Panas,Rendah,2_1
3701,2,0,6,2,0,3,1,1,0.64,0.5758,0.89,0.0896,0,7,7,Panas,Rendah,2_1
3702,2,0,6,3,0,3,1,1,0.64,0.5758,0.89,0.0896,2,1,3,Panas,Rendah,2_1
3703,2,0,6,4,0,3,1,1,0.62,0.5758,0.83,0.0,0,6,6,Panas,Rendah,2_1
3704,2,0,6,5,0,3,1,1,0.62,0.5606,0.88,0.0,0,21,21,Panas,Rendah,2_1
3705,2,0,6,6,0,3,1,1,0.64,0.5758,0.89,0.1343,13,103,116,Panas,Rendah,2_1
3706,2,0,6,7,0,3,1,1,0.66,0.6212,0.74,0.1045,24,329,353,Panas,Rendah,2_1
3707,2,0,6,8,0,3,1,1,0.76,0.7121,0.58,0.1642,46,435,481,Panas,Rendah,2_1
3708,2,0,6,9,0,3,1,1,0.76,0.7121,0.58,0.1642,34,168,202,Panas,Rendah,2_1
3709,2,0,6,10,0,3,1,1,0.82,0.7424,0.43,0.2239,27,63,90,Panas,Sedang,2_1
3710,2,0,6,11,0,3,1,1,0.84,0.7576,0.41,0.194,28,106,134,Panas,Rendah,2_1
3711,2,0,6,12,0,3,1,1,0.88,0.8182,0.42,0.1343,15,134,149,Panas,Rendah,2_1
3712,2,0,6,13,0,3,1,1,0.9,0.8485,0.42,0.0,20,116,136,Panas,Rendah,2_1
3713,2,0,6,14,0,3,1,1,0.92,0.8788,0.4,0.2537,44,111,155,Panas,Sedang,2_1
3714,2,0,6,15,0,3,1,1,0.92,0.8788,0.4,0.1642,28,100,128,Panas,Rendah,2_1
3715,2,0,6,16,0,3,1,1,0.92,0.8788,0.4,0.2239,34,199,233,Panas,Sedang,2_1
3716,2,0,6,17,0,3,1,1,0.92,0.8485,0.35,0.2239,80,426,506,Panas,Sedang,2_1
3717,2,0,6,18,0,3,1,1,0.9,0.8182,0.37,0.2239,61,398,459,Panas,Sedang,2_1
3718,2,0,6,19,0,3,1,1,0.82,0.803,0.59,0.1343,61,323,384,Panas,Rendah,2_1
3719,2,0,6,20,0,3,1,1,0.8,0.7879,0.63,0.1343,55,225,280,Panas,Rendah,2_1
3720,2,0,6,21,0,3,1,1,0.8,0.803,0.66,0.1343,34,168,202,Panas,Rendah,2_1
3721,2,0,6,22,0,3,1,1,0.76,0.7424,0.75,0.1642,37,139,176,Panas,Rendah,2_1
3722,2,0,6,23,0,3,1,1,0.76,0.7424,0.75,0.194,18,98,116,Panas,Rendah,2_1
3723,2,0,6,0,0,4,1,2,0.74,0.7121,0.79,0.1343,7,40,47,Panas,Rendah,2_2
3724,2,0,6,1,0,4,1,1,0.74,0.7121,0.79,0.1045,3,13,16,Panas,Rendah,2_1
3725,2,0,6,2,0,4,1,2,0.72,0.7121,0.84,0.1642,0,6,6,Panas,Rendah,2_2
3726,2,0,6,3,0,4,1,2,0.72,0.7121,0.84,0.1045,0,2,2,Panas,Rendah,2_2
3727,2,0,6,4,0,4,1,2,0.72,0.697,0.79,0.0896,2,4,6,Panas,Rendah,2_2
3728,2,0,6,5,0,4,1,2,0.7,0.6667,0.84,0.0,1,19,20,Panas,Rendah,2_2
3729,2,0,6,6,0,4,1,2,0.72,0.7121,0.84,0.0896,13,105,118,Panas,Rendah,2_2
3730,2,0,6,7,0,4,1,2,0.72,0.697,0.79,0.1343,31,283,314,Panas,Rendah,2_2
3731,2,0,6,8,0,4,1,2,0.76,0.7273,0.7,0.1045,32,400,432,Panas,Rendah,2_2
3732,2,0,6,9,0,4,1,1,0.84,0.7879,0.49,0.0,20,148,168,Panas,Rendah,2_1
3733,2,0,6,10,0,4,1,1,0.86,0.8182,0.5,0.2836,20,74,94,Panas,Sedang,2_1
3734,2,0,6,11,0,4,1,1,0.9,0.8485,0.42,0.2239,36,82,118,Panas,Sedang,2_1
3735,2,0,6,12,0,4,1,1,0.92,0.8485,0.35,0.194,40,100,140,Panas,Rendah,2_1
3736,2,0,6,13,0,4,1,1,0.9,0.8182,0.37,0.0896,18,118,136,Panas,Rendah,2_1
3737,2,0,6,14,0,4,1,1,0.92,0.8788,0.4,0.194,25,93,118,Panas,Rendah,2_1
3738,2,0,6,15,0,4,1,1,0.94,0.8333,0.31,0.1642,18,86,104,Panas,Rendah,2_1
3739,2,0,6,16,0,4,1,1,0.92,0.8333,0.33,0.1343,30,170,200,Panas,Rendah,2_1
3740,2,0,6,17,0,4,1,1,0.9,0.8182,0.37,0.2537,54,355,409,Panas,Sedang,2_1
3741,2,0,6,18,0,4,1,1,0.88,0.803,0.39,0.2836,52,414,466,Panas,Sedang,2_1
3742,2,0,6,19,0,4,1,2,0.84,0.7424,0.39,0.3284,55,271,326,Panas,Sedang,2_2
3743,2,0,6,20,0,4,1,2,0.8,0.7273,0.43,0.194,40,214,254,Panas,Rendah,2_2
3744,2,0,6,21,0,4,1,3,0.76,0.697,0.52,0.0,29,142,171,Panas,Rendah,2_3
3745,2,0,6,22,0,4,1,2,0.74,0.6818,0.58,0.1642,22,131,153,Panas,Rendah,2_2
3746,2,0,6,23,0,4,1,2,0.74,0.697,0.57,0.1642,15,82,97,Panas,Rendah,2_2
3747,2,0,6,0,0,5,1,3,0.7,0.6515,0.65,0.2239,8,61,69,Panas,Sedang,2_3
3748,2,0,6,1,0,5,1,3,0.7,0.6515,0.65,0.2239,5,18,23,Panas,Sedang,2_3
3749,2,0,6,2,0,5,1,1,0.68,0.6364,0.69,0.1642,6,7,13,Panas,Rendah,2_1
3750,2,0,6,3,0,5,1,1,0.68,0.6364,0.69,0.1642,3,3,6,Panas,Rendah,2_1
3751,2,0,6,4,0,5,1,1,0.66,0.6061,0.78,0.1642,0,4,4,Panas,Rendah,2_1
3752,2,0,6,5,0,5,1,1,0.66,0.6061,0.78,0.1642,0,28,28,Panas,Rendah,2_1
3753,2,0,6,6,0,5,1,1,0.66,0.6061,0.78,0.0896,10,94,104,Panas,Rendah,2_1
3754,2,0,6,7,0,5,1,1,0.72,0.6818,0.66,0.1045,25,242,267,Panas,Rendah,2_1
3755,2,0,6,8,0,5,1,1,0.74,0.6818,0.58,0.1343,29,423,452,Panas,Rendah,2_1
3756,2,0,6,9,0,5,1,1,0.76,0.697,0.55,0.0,37,176,213,Panas,Rendah,2_1
3757,2,0,6,10,0,5,1,1,0.78,0.7121,0.52,0.0,23,88,111,Panas,Rendah,2_1
3758,2,0,6,11,0,5,1,1,0.82,0.7576,0.46,0.0,46,107,153,Panas,Rendah,2_1
3759,2,0,6,12,0,5,1,1,0.84,0.7576,0.44,0.1343,40,167,207,Panas,Rendah,2_1
3760,2,0,6,13,0,5,1,1,0.84,0.7576,0.44,0.1045,40,149,189,Panas,Rendah,2_1
3761,2,0,6,14,0,5,1,1,0.86,0.7727,0.39,0.0,44,121,165,Panas,Rendah,2_1
3762,2,0,6,15,0,5,1,1,0.84,0.7576,0.44,0.1045,49,163,212,Panas,Rendah,2_1
3763,2,0,6,16,0,5,1,1,0.82,0.7879,0.56,0.2985,46,239,285,Panas,Sedang,2_1
3764,2,0,6,17,0,5,1,1,0.82,0.7727,0.52,0.2239,63,454,517,Panas,Sedang,2_1
3765,2,0,6,18,0,5,1,1,0.8,0.7727,0.59,0.2239,96,367,463,Panas,Sedang,2_1
3766,2,0,6,19,0,5,1,1,0.78,0.7424,0.59,0.194,61,245,306,Panas,Rendah,2_1
3767,2,0,6,20,0,5,1,1,0.76,0.7121,0.62,0.1045,53,197,250,Panas,Rendah,2_1
3768,2,0,6,21,0,5,1,1,0.76,0.7273,0.66,0.1343,55,163,218,Panas,Rendah,2_1
3769,2,0,6,22,0,5,1,1,0.72,0.697,0.74,0.2537,40,145,185,Panas,Sedang,2_1
3770,2,0,6,23,0,5,1,1,0.72,0.697,0.74,0.1642,36,110,146,Panas,Rendah,2_1
3771,2,0,6,0,0,6,0,1,0.7,0.6667,0.79,0.1343,28,89,117,Panas,Rendah,2_1
3772,2,0,6,1,0,6,0,1,0.7,0.6667,0.79,0.0896,10,67,77,Panas,Rendah,2_1
3773,2,0,6,2,0,6,0,1,0.7,0.6667,0.79,0.1045,10,50,60,Panas,Rendah,2_1
3774,2,0,6,3,0,6,0,1,0.68,0.6364,0.83,0.0896,10,18,28,Panas,Rendah,2_1
3775,2,0,6,4,0,6,0,1,0.68,0.6364,0.79,0.0896,4,9,13,Panas,Rendah,2_1
3776,2,0,6,5,0,6,0,1,0.68,0.6364,0.74,0.1343,4,12,16,Panas,Rendah,2_1
3777,2,0,6,6,0,6,0,1,0.7,0.6515,0.61,0.1343,9,31,40,Panas,Rendah,2_1
3778,2,0,6,7,0,6,0,1,0.72,0.6667,0.58,0.194,18,50,68,Panas,Rendah,2_1
3779,2,0,6,8,0,6,0,1,0.74,0.6818,0.58,0.194,32,111,143,Panas,Rendah,2_1
3780,2,0,6,9,0,6,0,1,0.74,0.6818,0.62,0.1343,59,171,230,Panas,Rendah,2_1
3781,2,0,6,10,0,6,0,1,0.74,0.6818,0.58,0.1642,91,173,264,Panas,Rendah,2_1
3782,2,0,6,11,0,6,0,1,0.76,0.7121,0.62,0.1343,110,215,325,Panas,Rendah,2_1
3783,2,0,6,12,0,6,0,1,0.8,0.7576,0.55,0.2239,112,235,347,Panas,Sedang,2_1
3784,2,0,6,13,0,6,0,1,0.8,0.7576,0.55,0.194,150,237,387,Panas,Rendah,2_1
3785,2,0,6,14,0,6,0,1,0.82,0.7727,0.49,0.1045,148,232,380,Panas,Rendah,2_1
3786,2,0,6,15,0,6,0,1,0.82,0.7727,0.49,0.1045,142,232,374,Panas,Rendah,2_1
3787,2,0,6,16,0,6,0,2,0.8,0.7273,0.46,0.194,169,225,394,Panas,Rendah,2_2
3788,2,0,6,17,0,6,0,2,0.74,0.6818,0.58,0.1642,147,190,337,Panas,Rendah,2_2
3789,2,0,6,18,0,6,0,2,0.72,0.6818,0.62,0.1343,131,155,286,Panas,Rendah,2_2
3790,2,0,6,19,0,6,0,1,0.7,0.6515,0.65,0.194,97,167,264,Panas,Rendah,2_1
3791,2,0,6,20,0,6,0,1,0.68,0.6364,0.74,0.2537,95,180,275,Panas,Sedang,2_1
3792,2,0,6,21,0,6,0,1,0.66,0.6212,0.74,0.2239,76,144,220,Panas,Sedang,2_1
3793,2,0,6,22,0,6,0,1,0.66,0.6061,0.78,0.2239,53,137,190,Panas,Sedang,2_1
3794,2,0,6,23,0,6,0,1,0.66,0.6212,0.74,0.1045,24,107,131,Panas,Rendah,2_1
3795,2,0,6,0,0,0,0,1,0.66,0.6061,0.78,0.2239,19,100,119,Panas,Sedang,2_1
3796,2,0,6,1,0,0,0,1,0.64,0.5758,0.83,0.1045,19,74,93,Panas,Rendah,2_1
3797,2,0,6,2,0,0,0,1,0.64,0.5758,0.89,0.2537,9,57,66,Panas,Sedang,2_1
3798,2,0,6,3,0,0,0,1,0.64,0.5758,0.89,0.2836,8,20,28,Panas,Sedang,2_1
3799,2,0,6,4,0,0,0,1,0.62,0.5606,0.88,0.1642,8,6,14,Panas,Rendah,2_1
3800,2,0,6,5,0,0,0,1,0.62,0.5606,0.88,0.2239,5,5,10,Panas,Sedang,2_1
3801,2,0,6,6,0,0,0,1,0.62,0.5606,0.88,0.1045,5,9,14,Panas,Rendah,2_1
3802,2,0,6,7,0,0,0,1,0.64,0.5909,0.78,0.1045,7,27,34,Panas,Rendah,2_1
3803,2,0,6,8,0,0,0,1,0.7,0.6667,0.74,0.0,28,64,92,Panas,Rendah,2_1
3804,2,0,6,9,0,0,0,1,0.72,0.6818,0.66,0.0,75,107,182,Panas,Rendah,2_1
3805,2,0,6,10,0,0,0,1,0.76,0.7121,0.58,0.0896,120,191,311,Panas,Rendah,2_1
3806,2,0,6,11,0,0,0,1,0.78,0.7273,0.55,0.1045,131,236,367,Panas,Rendah,2_1
3807,2,0,6,12,0,0,0,1,0.82,0.7576,0.46,0.0,176,244,420,Panas,Rendah,2_1
3808,2,0,6,13,0,0,0,1,0.78,0.7424,0.59,0.2836,109,264,373,Panas,Sedang,2_1
3809,2,0,6,14,0,0,0,1,0.82,0.7879,0.56,0.2537,96,219,315,Panas,Sedang,2_1
3810,2,0,6,15,0,0,0,1,0.8,0.7727,0.59,0.2985,142,218,360,Panas,Sedang,2_1
3811,2,0,6,16,0,0,0,3,0.68,0.6364,0.83,0.2836,115,235,350,Panas,Sedang,2_3
3812,2,0,6,17,0,0,0,3,0.68,0.6364,0.83,0.2836,94,158,252,Panas,Sedang,2_3
3813,2,0,6,18,0,0,0,1,0.7,0.6667,0.74,0.1642,69,187,256,Panas,Rendah,2_1
3814,2,0,6,19,0,0,0,1,0.7,0.6667,0.74,0.1045,67,156,223,Panas,Rendah,2_1
3815,2,0,6,20,0,0,0,1,0.66,0.6061,0.83,0.1642,62,144,206,Panas,Rendah,2_1
3816,2,0,6,21,0,0,0,1,0.66,0.6061,0.83,0.1045,39,101,140,Panas,Rendah,2_1
3817,2,0,6,22,0,0,0,1,0.64,0.5758,0.83,0.1343,31,97,128,Panas,Rendah,2_1
3818,2,0,6,23,0,0,0,1,0.64,0.5909,0.78,0.194,33,74,107,Panas,Rendah,2_1
3819,2,0,6,0,0,1,1,1,0.64,0.5909,0.78,0.1343,8,20,28,Panas,Rendah,2_1
3820,2,0,6,1,0,1,1,1,0.64,0.6061,0.73,0.2239,6,10,16,Panas,Sedang,2_1
3821,2,0,6,2,0,1,1,1,0.62,0.5909,0.73,0.2836,2,8,10,Panas,Sedang,2_1
3822,2,0,6,3,0,1,1,1,0.6,0.6061,0.6,0.4925,1,6,7,Hangat,Sedang,2_1
3823,2,0,6,4,0,1,1,1,0.56,0.5303,0.64,0.2985,1,3,4,Hangat,Sedang,2_1
3824,2,0,6,5,0,1,1,1,0.54,0.5152,0.64,0.3881,2,27,29,Hangat,Sedang,2_1
3825,2,0,6,6,0,1,1,1,0.54,0.5152,0.64,0.4179,7,98,105,Hangat,Sedang,2_1
3826,2,0,6,7,0,1,1,1,0.56,0.5303,0.56,0.3582,26,302,328,Hangat,Sedang,2_1
3827,2,0,6,8,0,1,1,1,0.58,0.5455,0.49,0.4478,44,432,476,Hangat,Sedang,2_1
3828,2,0,6,9,0,1,1,1,0.62,0.6212,0.46,0.3582,35,189,224,Panas,Sedang,2_1
3829,2,0,6,10,0,1,1,1,0.64,0.6212,0.41,0.3284,38,80,118,Panas,Sedang,2_1
3830,2,0,6,11,0,1,1,1,0.66,0.6212,0.41,0.2985,53,106,159,Panas,Sedang,2_1
3831,2,0,6,12,0,1,1,1,0.66,0.6212,0.41,0.2836,35,161,196,Panas,Sedang,2_1
3832,2,0,6,13,0,1,1,1,0.7,0.6364,0.37,0.0,53,174,227,Panas,Rendah,2_1
3833,2,0,6,14,0,1,1,1,0.7,0.6364,0.34,0.2537,55,145,200,Panas,Sedang,2_1
3834,2,0,6,15,0,1,1,1,0.7,0.6364,0.37,0.4478,58,127,185,Panas,Sedang,2_1
3835,2,0,6,16,0,1,1,1,0.7,0.6364,0.37,0.4179,64,262,326,Panas,Sedang,2_1
3836,2,0,6,17,0,1,1,1,0.7,0.6364,0.39,0.3284,72,529,601,Panas,Sedang,2_1
3837,2,0,6,18,0,1,1,1,0.7,0.6364,0.37,0.3582,76,510,586,Panas,Sedang,2_1
3838,2,0,6,19,0,1,1,1,0.66,0.6212,0.39,0.2836,75,348,423,Panas,Sedang,2_1
3839,2,0,6,20,0,1,1,1,0.64,0.6212,0.44,0.2537,78,253,331,Panas,Sedang,2_1
3840,2,0,6,21,0,1,1,1,0.64,0.6212,0.41,0.2537,40,178,218,Panas,Sedang,2_1
3841,2,0,6,22,0,1,1,1,0.62,0.6212,0.46,0.2239,20,114,134,Panas,Sedang,2_1
3842,2,0,6,23,0,1,1,1,0.62,0.6212,0.46,0.194,14,75,89,Panas,Rendah,2_1
3843,2,0,6,0,0,2,1,1,0.6,0.6212,0.49,0.194,13,18,31,Hangat,Rendah,2_1
3844,2,0,6,1,0,2,1,1,0.6,0.6212,0.49,0.2537,3,10,13,Hangat,Sedang,2_1
3845,2,0,6,2,0,2,1,1,0.6,0.6212,0.49,0.2836,2,8,10,Hangat,Sedang,2_1
3846,2,0,6,3,0,2,1,1,0.58,0.5455,0.53,0.3284,1,1,2,Hangat,Sedang,2_1
3847,2,0,6,4,0,2,1,1,0.54,0.5152,0.6,0.2537,0,3,3,Hangat,Sedang,2_1
3848,2,0,6,5,0,2,1,1,0.54,0.5152,0.56,0.3284,3,23,26,Hangat,Sedang,2_1
3849,2,0,6,6,0,2,1,1,0.54,0.5152,0.56,0.2985,6,107,113,Hangat,Sedang,2_1
3850,2,0,6,7,0,2,1,1,0.56,0.5303,0.52,0.4179,19,346,365,Hangat,Sedang,2_1
3851,2,0,6,8,0,2,1,1,0.58,0.5455,0.49,0.3881,45,441,486,Hangat,Sedang,2_1
3852,2,0,6,9,0,2,1,1,0.62,0.6212,0.46,0.194,19,174,193,Panas,Rendah,2_1
3853,2,0,6,10,0,2,1,1,0.62,0.6212,0.46,0.2239,33,97,130,Panas,Sedang,2_1
3854,2,0,6,11,0,2,1,1,0.64,0.6212,0.41,0.2836,40,103,143,Panas,Sedang,2_1
3855,2,0,6,12,0,2,1,1,0.64,0.6212,0.41,0.3582,30,139,169,Panas,Sedang,2_1
3856,2,0,6,13,0,2,1,1,0.64,0.6212,0.44,0.2239,33,176,209,Panas,Sedang,2_1
3857,2,0,6,14,0,2,1,2,0.64,0.6212,0.47,0.194,41,118,159,Panas,Rendah,2_2
3858,2,0,6,15,0,2,1,1,0.64,0.6212,0.47,0.1642,42,136,178,Panas,Rendah,2_1
3859,2,0,6,16,0,2,1,1,0.68,0.6364,0.41,0.194,51,279,330,Panas,Rendah,2_1
3860,2,0,6,17,0,2,1,3,0.64,0.6212,0.5,0.2836,85,484,569,Panas,Sedang,2_3
3861,2,0,6,18,0,2,1,1,0.62,0.6212,0.51,0.3284,65,473,538,Panas,Sedang,2_1
3862,2,0,6,19,0,2,1,1,0.64,0.6212,0.5,0.3582,51,335,386,Panas,Sedang,2_1
3863,2,0,6,20,0,2,1,1,0.6,0.6212,0.56,0.1642,60,237,297,Hangat,Rendah,2_1
3864,2,0,6,21,0,2,1,1,0.6,0.6212,0.56,0.2985,37,206,243,Hangat,Sedang,2_1
3865,2,0,6,22,0,2,1,1,0.58,0.5455,0.6,0.2239,29,159,188,Hangat,Sedang,2_1
3866,2,0,6,23,0,2,1,1,0.56,0.5303,0.68,0.2239,19,91,110,Hangat,Sedang,2_1
3867,2,0,6,0,0,3,1,1,0.56,0.5303,0.64,0.3582,8,44,52,Hangat,Sedang,2_1
